office,district,candidate,party,reporting_level,jurisdiction,votes,vacancy
State Representative,017,TOTAL,,county,Total,11798,False
State Representative,018,ANDREW WENTHE,Democrat,county,Black Hawk,562,False
State Representative,018,DAVID LALK,Republican,county,Black Hawk,647,False
State Representative,018,OVER VOTES,,county,Black Hawk,0,False
State Representative,018,UNDER VOTES,,county,Black Hawk,0,False
State Representative,018,SCATTERING,,county,Black Hawk,0,False
State Representative,018,TOTAL,,county,Black Hawk,1209,False
State Representative,018,ANDREW WENTHE,Democrat,county,Bremer,1765,False
State Representative,018,DAVID LALK,Republican,county,Bremer,1840,False
State Representative,018,OVER VOTES,,county,Bremer,0,False
State Representative,018,UNDER VOTES,,county,Bremer,60,False
State Representative,018,SCATTERING,,county,Bremer,0,False
State Representative,018,TOTAL,,county,Bremer,3665,False
State Representative,018,ANDREW WENTHE,Democrat,county,Fayette,3833,False
State Representative,018,DAVID LALK,Republican,county,Fayette,2296,False
State Representative,018,OVER VOTES,,county,Fayette,0,False
State Representative,018,UNDER VOTES,,county,Fayette,0,False
State Representative,018,SCATTERING,,county,Fayette,1,False
State Representative,018,TOTAL,,county,Fayette,6130,False
State Representative,018,ANDREW WENTHE,Democrat,county,Total,6160,False
State Representative,018,DAVID LALK,Republican,county,Total,4783,False
State Representative,018,OVER VOTES,,county,Total,0,False
State Representative,018,UNDER VOTES,,county,Total,60,False
State Representative,018,SCATTERING,,county,Total,1,False
State Representative,018,TOTAL,,county,Total,11004,False
State Representative,019,BOB KRESSIG,Democrat,county,Black Hawk,5171,False
State Representative,019,MATT REISETTER,Republican,county,Black Hawk,5065,False
State Representative,019,OVER VOTES,,county,Black Hawk,2,False
State Representative,019,UNDER VOTES,,county,Black Hawk,0,False
State Representative,019,SCATTERING,,county,Black Hawk,5,False
State Representative,019,TOTAL,,county,Black Hawk,10243,False
State Representative,019,BOB KRESSIG,Democrat,county,Total,5171,False
State Representative,019,MATT REISETTER,Republican,county,Total,5065,False
State Representative,019,OVER VOTES,,county,Total,2,False
State Representative,019,UNDER VOTES,,county,Total,0,False
State Representative,019,SCATTERING,,county,Total,5,False
State Representative,019,TOTAL,,county,Total,10243,False
State Representative,020,DORIS J. KELLEY,Democrat,county,Black Hawk,6344,False
State Representative,020,DAVID WIELAND,Republican,county,Black Hawk,5947,False
State Representative,020,OVER VOTES,,county,Black Hawk,2,False
State Representative,020,UNDER VOTES,,county,Black Hawk,0,False
State Representative,020,SCATTERING,,county,Black Hawk,15,False
State Representative,020,TOTAL,,county,Black Hawk,12308,False
State Representative,020,DORIS J. KELLEY,Democrat,county,Total,6344,False
State Representative,020,DAVID WIELAND,Republican,county,Total,5947,False
State Representative,020,OVER VOTES,,county,Total,2,False
State Representative,020,UNDER VOTES,,county,Total,0,False
State Representative,020,SCATTERING,,county,Total,15,False
State Representative,020,TOTAL,,county,Total,12308,False
State Representative,021,DON SHOULTZ,Democrat,county,Black Hawk,4504,False
State Representative,021,TAMI WIENCEK,Republican,county,Black Hawk,4802,False
State Representative,021,OVER VOTES,,county,Black Hawk,5,False
State Representative,021,UNDER VOTES,,county,Black Hawk,0,False
State Representative,021,SCATTERING,,county,Black Hawk,7,False
State Representative,021,TOTAL,,county,Black Hawk,9318,False
State Representative,021,DON SHOULTZ,Democrat,county,Total,4504,False
State Representative,021,TAMI WIENCEK,Republican,county,Total,4802,False
State Representative,021,OVER VOTES,,county,Total,5,False
State Representative,021,UNDER VOTES,,county,Total,0,False
State Representative,021,SCATTERING,,county,Total,7,False
State Representative,021,TOTAL,,county,Total,9318,False
State Representative,022,DEBORAH L. BERRY,Democrat,county,Black Hawk,5985,False
State Representative,022,MICHAEL ANTHONY,Republican,county,Black Hawk,1759,False
State Representative,022,OVER VOTES,,county,Black Hawk,3,False
State Representative,022,UNDER VOTES,,county,Black Hawk,0,False
State Representative,022,SCATTERING,,county,Black Hawk,20,False
State Representative,022,TOTAL,,county,Black Hawk,7767,False
State Representative,022,DEBORAH L. BERRY,Democrat,county,Total,5985,False
State Representative,022,MICHAEL ANTHONY,Republican,county,Total,1759,False
State Representative,022,OVER VOTES,,county,Total,3,False
State Representative,022,UNDER VOTES,,county,Total,0,False
State Representative,022,SCATTERING,,county,Total,20,False
State Representative,022,TOTAL,,county,Total,7767,False
State Representative,023,PETE MCROBERTS,Democrat,county,Black Hawk,1511,False
State Representative,023,DAN RASMUSSEN,Republican,county,Black Hawk,1431,False
State Representative,023,OVER VOTES,,county,Black Hawk,0,False
State Representative,023,UNDER VOTES,,county,Black Hawk,0,False
State Representative,023,SCATTERING,,county,Black Hawk,1,False
State Representative,023,TOTAL,,county,Black Hawk,2943,False
State Representative,023,PETE MCROBERTS,Democrat,county,Buchanan,3631,False
State Representative,023,DAN RASMUSSEN,Republican,county,Buchanan,4252,False
State Representative,023,OVER VOTES,,county,Buchanan,0,False
State Representative,023,UNDER VOTES,,county,Buchanan,194,False
State Representative,023,SCATTERING,,county,Buchanan,3,False
State Representative,023,TOTAL,,county,Buchanan,8080,False
State Representative,023,PETE MCROBERTS,Democrat,county,Fayette,75,False
State Representative,023,DAN RASMUSSEN,Republican,county,Fayette,33,False
State Representative,023,OVER VOTES,,county,Fayette,0,False
State Representative,023,UNDER VOTES,,county,Fayette,0,False
State Representative,023,SCATTERING,,county,Fayette,0,False
State Representative,023,TOTAL,,county,Fayette,108,False
State Representative,023,PETE MCROBERTS,Democrat,county,Total,5217,False
State Representative,023,DAN RASMUSSEN,Republican,county,Total,5716,False
State Representative,023,OVER VOTES,,county,Total,0,False
State Representative,023,UNDER VOTES,,county,Total,194,False
State Representative,023,SCATTERING,,county,Total,4,False
State Representative,023,TOTAL,,county,Total,11131,False
State Representative,024,ROGER THOMAS,Democrat,county,Clayton,5350,False
State Representative,024,OVER VOTES,,county,Clayton,0,False
State Representative,024,UNDER VOTES,,county,Clayton,0,False
State Representative,024,SCATTERING,,county,Clayton,21,False
State Representative,024,TOTAL,,county,Clayton,5371,False
State Representative,024,ROGER THOMAS,Democrat,county,Delaware,1311,False
State Representative,024,OVER VOTES,,county,Delaware,0,False
State Representative,024,UNDER VOTES,,county,Delaware,0,False
State Representative,024,SCATTERING,,county,Delaware,13,False
State Representative,024,TOTAL,,county,Delaware,1324,False
State Representative,024,ROGER THOMAS,Democrat,county,Fayette,1159,False
State Representative,024,OVER VOTES,,county,Fayette,0,False
State Representative,024,UNDER VOTES,,county,Fayette,0,False
State Representative,024,SCATTERING,,county,Fayette,4,False
State Representative,024,TOTAL,,county,Fayette,1163,False
State Representative,024,ROGER THOMAS,Democrat,county,Total,7820,False
State Representative,024,OVER VOTES,,county,Total,0,False
State Representative,024,UNDER VOTES,,county,Total,0,False
State Representative,024,SCATTERING,,county,Total,38,False
State Representative,024,TOTAL,,county,Total,7858,False
State Representative,025,THOMAS J. SCHUELLER,Democrat,county,Clinton,665,False
State Representative,025,DAVID BEVAN KENDELL,Republican,county,Clinton,522,False
State Representative,025,OVER VOTES,,county,Clinton,0,False
State Representative,025,UNDER VOTES,,county,Clinton,62,False
State Representative,025,SCATTERING,,county,Clinton,1,False
State Representative,025,TOTAL,,county,Clinton,1250,False
State Representative,025,THOMAS J. SCHUELLER,Democrat,county,Dubuque,1216,False
State Representative,025,DAVID BEVAN KENDELL,Republican,county,Dubuque,758,False
State Representative,025,OVER VOTES,,county,Dubuque,0,False
State Representative,025,UNDER VOTES,,county,Dubuque,214,False
State Representative,025,SCATTERING,,county,Dubuque,0,False
State Representative,025,TOTAL,,county,Dubuque,2188,False
State Representative,025,THOMAS J. SCHUELLER,Democrat,county,Jackson,4474,False
State Representative,025,DAVID BEVAN KENDELL,Republican,county,Jackson,2691,False
State Representative,025,OVER VOTES,,county,Jackson,0,False
State Representative,025,UNDER VOTES,,county,Jackson,0,False
State Representative,025,SCATTERING,,county,Jackson,3,False
State Representative,025,TOTAL,,county,Jackson,7168,False
State Representative,025,THOMAS J. SCHUELLER,Democrat,county,Total,6355,False
State Representative,025,DAVID BEVAN KENDELL,Republican,county,Total,3971,False
State Representative,025,OVER VOTES,,county,Total,0,False
State Representative,025,UNDER VOTES,,county,Total,276,False
State Representative,025,SCATTERING,,county,Total,4,False
State Representative,025,TOTAL,,county,Total,10606,False
State Representative,026,POLLY BUKTA,Democrat,county,Clinton,5536,False
State Representative,026,LESTER A. SHIELDS,Republican,county,Clinton,3595,False
State Representative,026,OVER VOTES,,county,Clinton,3,False
State Representative,026,UNDER VOTES,,county,Clinton,140,False
State Representative,026,SCATTERING,,county,Clinton,7,False
State Representative,026,TOTAL,,county,Clinton,9281,False
State Representative,026,POLLY BUKTA,Democrat,county,Total,5536,False
State Representative,026,LESTER A. SHIELDS,Republican,county,Total,3595,False
State Representative,026,OVER VOTES,,county,Total,3,False
State Representative,026,UNDER VOTES,,county,Total,140,False
State Representative,026,SCATTERING,,county,Total,7,False
State Representative,026,TOTAL,,county,Total,9281,False
State Representative,027,PAM JOCHUM,Democrat,county,Dubuque,7405,False
State Representative,027,JOHN HULSIZER JR.,Republican,county,Dubuque,2739,False
State Representative,027,OVER VOTES,,county,Dubuque,0,False
State Representative,027,UNDER VOTES,,county,Dubuque,327,False
State Representative,027,SCATTERING,,county,Dubuque,6,False
State Representative,027,TOTAL,,county,Dubuque,10477,False
State Representative,027,PAM JOCHUM,Democrat,county,Total,7405,False
State Representative,027,JOHN HULSIZER JR.,Republican,county,Total,2739,False
State Representative,027,OVER VOTES,,county,Total,0,False
State Representative,027,UNDER VOTES,,county,Total,327,False
State Representative,027,SCATTERING,,county,Total,6,False
State Representative,027,TOTAL,,county,Total,10477,False
State Representative,028,PAT MURPHY,Democrat,county,Dubuque,7417,False
State Representative,028,OVER VOTES,,county,Dubuque,0,False
State Representative,028,UNDER VOTES,,county,Dubuque,2762,False
State Representative,028,SCATTERING,,county,Dubuque,52,False
State Representative,028,TOTAL,,county,Dubuque,10231,False
State Representative,028,PAT MURPHY,Democrat,county,Total,7417,False
State Representative,028,OVER VOTES,,county,Total,0,False
State Representative,028,UNDER VOTES,,county,Total,2762,False
State Representative,028,SCATTERING,,county,Total,52,False
State Representative,028,TOTAL,,county,Total,10231,False
State Representative,029,RO FOEGE,Democrat,county,Johnson,3811,False
State Representative,029,EMMA NEMECEK,Republican,county,Johnson,2420,False
State Representative,029,OVER VOTES,,county,Johnson,0,False
State Representative,029,UNDER VOTES,,county,Johnson,238,False
State Representative,029,SCATTERING,,county,Johnson,2,False
State Representative,029,TOTAL,,county,Johnson,6471,False
State Representative,029,RO FOEGE,Democrat,county,Linn,4244,False
State Representative,029,EMMA NEMECEK,Republican,county,Linn,2725,False
State Representative,029,OVER VOTES,,county,Linn,0,False
State Representative,029,UNDER VOTES,,county,Linn,0,False
State Representative,029,SCATTERING,,county,Linn,2,False
State Representative,029,TOTAL,,county,Linn,6971,False
State Representative,029,RO FOEGE,Democrat,county,Total,8055,False
State Representative,029,EMMA NEMECEK,Republican,county,Total,5145,False
State Representative,029,OVER VOTES,,county,Total,0,False
State Representative,029,UNDER VOTES,,county,Total,238,False
State Representative,029,SCATTERING,,county,Total,4,False
State Representative,029,TOTAL,,county,Total,13442,False
State Representative,030,DAVE JACOBY,Democrat,county,Johnson,9639,False
State Representative,030,OVER VOTES,,county,Johnson,0,False
State Representative,030,UNDER VOTES,,county,Johnson,3246,False
State Representative,030,SCATTERING,,county,Johnson,96,False
State Representative,030,TOTAL,,county,Johnson,12981,False
State Representative,030,DAVE JACOBY,Democrat,county,Total,9639,False
State Representative,030,OVER VOTES,,county,Total,0,False
State Representative,030,UNDER VOTES,,county,Total,3246,False
State Representative,030,SCATTERING,,county,Total,96,False
State Representative,030,TOTAL,,county,Total,12981,False
State Representative,031,RAYMOND ZIRKELBACH,Democrat,county,Dubuque,2824,False
State Representative,031,OVER VOTES,,county,Dubuque,0,False
State Representative,031,UNDER VOTES,,county,Dubuque,1081,False
State Representative,031,SCATTERING,,county,Dubuque,16,False
State Representative,031,TOTAL,,county,Dubuque,3921,False
State Representative,031,RAYMOND ZIRKELBACH,Democrat,county,Jones,5623,False
State Representative,031,OVER VOTES,,county,Jones,1,False
State Representative,031,UNDER VOTES,,county,Jones,1755,False
State Representative,031,SCATTERING,,county,Jones,52,False
State Representative,031,TOTAL,,county,Jones,7431,False
State Representative,031,RAYMOND ZIRKELBACH,Democrat,county,Total,8447,False
State Representative,031,OVER VOTES,,county,Total,1,False
State Representative,031,UNDER VOTES,,county,Total,2836,False
State Representative,031,SCATTERING,,county,Total,68,False
State Representative,031,TOTAL,,county,Total,11352,False
State Representative,032,TOM AVENARIUS,Democrat,county,Delaware,1525,False
State Representative,032,STEVEN F. LUKAN,Republican,county,Delaware,3546,False
State Representative,032,OVER VOTES,,county,Delaware,0,False
State Representative,032,UNDER VOTES,,county,Delaware,0,False
State Representative,032,SCATTERING,,county,Delaware,0,False
State Representative,032,TOTAL,,county,Delaware,5071,False
State Representative,032,TOM AVENARIUS,Democrat,county,Dubuque,2388,False
State Representative,032,STEVEN F. LUKAN,Republican,county,Dubuque,4637,False
State Representative,032,OVER VOTES,,county,Dubuque,0,False
State Representative,032,UNDER VOTES,,county,Dubuque,216,False
State Representative,032,SCATTERING,,county,Dubuque,1,False
State Representative,032,TOTAL,,county,Dubuque,7242,False
State Representative,032,TOM AVENARIUS,Democrat,county,Total,3913,False
State Representative,032,STEVEN F. LUKAN,Republican,county,Total,8183,False
State Representative,032,OVER VOTES,,county,Total,0,False
State Representative,032,UNDER VOTES,,county,Total,216,False
State Representative,032,SCATTERING,,county,Total,1,False
State Representative,032,TOTAL,,county,Total,12313,False
State Representative,033,DICK TAYLOR,Democrat,county,Linn,6760,False
State Representative,033,OVER VOTES,,county,Linn,0,False
State Representative,033,UNDER VOTES,,county,Linn,0,False
State Representative,033,SCATTERING,,county,Linn,36,False
State Representative,033,TOTAL,,county,Linn,6796,False
State Representative,033,DICK TAYLOR,Democrat,county,Total,6760,False
State Representative,033,OVER VOTES,,county,Total,0,False
State Representative,033,UNDER VOTES,,county,Total,0,False
State Representative,033,SCATTERING,,county,Total,36,False
State Representative,033,TOTAL,,county,Total,6796,False
State Representative,034,TODD TAYLOR,Democrat,county,Linn,7312,False
State Representative,034,DAVID GOCHENOUER,Republican,county,Linn,3608,False
State Representative,034,OVER VOTES,,county,Linn,0,False
State Representative,034,UNDER VOTES,,county,Linn,0,False
State Representative,034,SCATTERING,,county,Linn,9,False
State Representative,034,TOTAL,,county,Linn,10929,False
State Representative,034,TODD TAYLOR,Democrat,county,Total,7312,False
State Representative,034,DAVID GOCHENOUER,Republican,county,Total,3608,False
State Representative,034,OVER VOTES,,county,Total,0,False
State Representative,034,UNDER VOTES,,county,Total,0,False
State Representative,034,SCATTERING,,county,Total,9,False
State Representative,034,TOTAL,,county,Total,10929,False
State Representative,035,JAN KVACH,Democrat,county,Linn,6085,False
State Representative,035,KRAIG PAULSEN,Republican,county,Linn,7083,False
State Representative,035,OVER VOTES,,county,Linn,0,False
State Representative,035,UNDER VOTES,,county,Linn,0,False
State Representative,035,SCATTERING,,county,Linn,6,False
State Representative,035,TOTAL,,county,Linn,13174,False
State Representative,035,JAN KVACH,Democrat,county,Total,6085,False
State Representative,035,KRAIG PAULSEN,Republican,county,Total,7083,False
State Representative,035,OVER VOTES,,county,Total,0,False
State Representative,035,UNDER VOTES,,county,Total,0,False
State Representative,035,SCATTERING,,county,Total,6,False
State Representative,035,TOTAL,,county,Total,13174,False
State Representative,036,SWATI A. DANDEKAR,Democrat,county,Linn,6987,False
State Representative,036,NICK WAGNER,Republican,county,Linn,6302,False
State Representative,036,OVER VOTES,,county,Linn,0,False
State Representative,036,UNDER VOTES,,county,Linn,0,False
State Representative,036,SCATTERING,,county,Linn,4,False
State Representative,036,TOTAL,,county,Linn,13293,False
State Representative,036,SWATI A. DANDEKAR,Democrat,county,Total,6987,False
State Representative,036,NICK WAGNER,Republican,county,Total,6302,False
State Representative,036,OVER VOTES,,county,Total,0,False
State Representative,036,UNDER VOTES,,county,Total,0,False
State Representative,036,SCATTERING,,county,Total,4,False
State Representative,036,TOTAL,,county,Total,13293,False
State Representative,037,ART STAED,Democrat,county,Linn,6462,False
State Representative,037,ANDY ANDERSON,Republican,county,Linn,6097,False
State Representative,037,OVER VOTES,,county,Linn,0,False
State Representative,037,UNDER VOTES,,county,Linn,0,False
State Representative,037,SCATTERING,,county,Linn,10,False
State Representative,037,TOTAL,,county,Linn,12569,False
State Representative,037,ART STAED,Democrat,county,Total,6462,False
State Representative,037,ANDY ANDERSON,Republican,county,Total,6097,False
State Representative,037,OVER VOTES,,county,Total,0,False
State Representative,037,UNDER VOTES,,county,Total,0,False
State Representative,037,SCATTERING,,county,Total,10,False
State Representative,037,TOTAL,,county,Total,12569,False
State Representative,038,TYLER OLSON,Democrat,county,Linn,7148,False
State Representative,038,DON PALMER,Republican,county,Linn,3894,False
State Representative,038,OVER VOTES,,county,Linn,0,False
State Representative,038,UNDER VOTES,,county,Linn,0,False
State Representative,038,SCATTERING,,county,Linn,3,False
State Representative,038,TOTAL,,county,Linn,11045,False
State Representative,038,TYLER OLSON,Democrat,county,Total,7148,False
State Representative,038,DON PALMER,Republican,county,Total,3894,False
State Representative,038,OVER VOTES,,county,Total,0,False
State Representative,038,UNDER VOTES,,county,Total,0,False
State Representative,038,SCATTERING,,county,Total,3,False
State Representative,038,TOTAL,,county,Total,11045,False
State Representative,039,DAWN PETTENGILL,Democrat,county,Benton,5633,False
State Representative,039,CONNIE JACOBSEN,Republican,county,Benton,4095,False
State Representative,039,OVER VOTES,,county,Benton,0,False
State Representative,039,UNDER VOTES,,county,Benton,112,False
State Representative,039,SCATTERING,,county,Benton,5,False
State Representative,039,TOTAL,,county,Benton,9845,False
State Representative,039,DAWN PETTENGILL,Democrat,county,Iowa,732,False
State Representative,039,CONNIE JACOBSEN,Republican,county,Iowa,664,False
State Representative,039,OVER VOTES,,county,Iowa,0,False
State Representative,039,UNDER VOTES,,county,Iowa,55,False
State Representative,039,SCATTERING,,county,Iowa,0,False
State Representative,039,TOTAL,,county,Iowa,1451,False
State Representative,039,DAWN PETTENGILL,Democrat,county,Total,6365,False
State Representative,039,CONNIE JACOBSEN,Republican,county,Total,4759,False
State Representative,039,OVER VOTES,,county,Total,0,False
State Representative,039,UNDER VOTES,,county,Total,167,False
State Representative,039,SCATTERING,,county,Total,5,False
State Representative,039,TOTAL,,county,Total,11296,False
State Representative,040,SHARON OWENS,Democrat,county,Grundy,1684,False
State Representative,040,LANCE J. HORBACH,Republican,county,Grundy,3185,False
State Representative,040,OVER VOTES,,county,Grundy,0,False
State Representative,040,UNDER VOTES,,county,Grundy,96,False
State Representative,040,SCATTERING,,county,Grundy,0,False
State Representative,040,TOTAL,,county,Grundy,4965,False
State Representative,040,SHARON OWENS,Democrat,county,Tama,3310,False
State Representative,040,LANCE J. HORBACH,Republican,county,Tama,3064,False
State Representative,040,OVER VOTES,,county,Tama,2,False
State Representative,040,UNDER VOTES,,county,Tama,62,False
State Representative,040,SCATTERING,,county,Tama,1,False
State Representative,040,TOTAL,,county,Tama,6439,False
State Representative,040,SHARON OWENS,Democrat,county,Total,4994,False
State Representative,040,LANCE J. HORBACH,Republican,county,Total,6249,False
State Representative,040,OVER VOTES,,county,Total,2,False
State Representative,040,UNDER VOTES,,county,Total,158,False
State Representative,040,SCATTERING,,county,Total,1,False
State Representative,040,TOTAL,,county,Total,11404,False
State Representative,041,PAUL BELL,Democrat,county,Jasper,7303,False
State Representative,041,ADAM VANDALL,Republican,county,Jasper,4215,False
State Representative,041,OVER VOTES,,county,Jasper,0,False
State Representative,041,UNDER VOTES,,county,Jasper,0,False
State Representative,041,SCATTERING,,county,Jasper,6,False
State Representative,041,TOTAL,,county,Jasper,11524,False
State Representative,041,PAUL BELL,Democrat,county,Total,7303,False
State Representative,041,ADAM VANDALL,Republican,county,Total,4215,False
State Representative,041,OVER VOTES,,county,Total,0,False
State Representative,041,UNDER VOTES,,county,Total,0,False
State Representative,041,SCATTERING,,county,Total,6,False
State Representative,041,TOTAL,,county,Total,11524,False
State Representative,042,GERI HUSER,Democrat,county,Jasper,1531,False
State Representative,042,OVER VOTES,,county,Jasper,0,False
State Representative,042,UNDER VOTES,,county,Jasper,0,False
State Representative,042,SCATTERING,,county,Jasper,17,False
State Representative,042,TOTAL,,county,Jasper,1548,False
State Representative,042,GERI HUSER,Democrat,county,Polk,6962,False
State Representative,042,OVER VOTES,,county,Polk,0,False
State Representative,042,UNDER VOTES,,county,Polk,0,False
State Representative,042,SCATTERING,,county,Polk,153,False
State Representative,042,TOTAL,,county,Polk,7115,False
State Representative,042,GERI HUSER,Democrat,county,Total,8493,False
State Representative,042,OVER VOTES,,county,Total,0,False
State Representative,042,UNDER VOTES,,county,Total,0,False
State Representative,042,SCATTERING,,county,Total,170,False
State Representative,042,TOTAL,,county,Total,8663,False
State Representative,043,MARK SMITH,Democrat,county,Marshall,7097,False
State Representative,043,OVER VOTES,,county,Marshall,0,False
State Representative,043,UNDER VOTES,,county,Marshall,2486,False
State Representative,043,SCATTERING,,county,Marshall,81,False
State Representative,043,TOTAL,,county,Marshall,9664,False
State Representative,043,MARK SMITH,Democrat,county,Total,7097,False
State Representative,043,OVER VOTES,,county,Total,0,False
State Representative,043,UNDER VOTES,,county,Total,2486,False
State Representative,043,SCATTERING,,county,Total,81,False
State Representative,043,TOTAL,,county,Total,9664,False
State Representative,044,TIM HOY,Democrat,county,Franklin,12,False
State Representative,044,POLLY GRANZOW,Republican,county,Franklin,5,False
State Representative,044,OVER VOTES,,county,Franklin,0,False
State Representative,044,UNDER VOTES,,county,Franklin,0,False
State Representative,044,SCATTERING,,county,Franklin,0,False
State Representative,044,TOTAL,,county,Franklin,17,False
State Representative,044,TIM HOY,Democrat,county,Hardin,3259,False
State Representative,044,POLLY GRANZOW,Republican,county,Hardin,3527,False
State Representative,044,OVER VOTES,,county,Hardin,1,False
State Representative,044,UNDER VOTES,,county,Hardin,84,False
State Representative,044,SCATTERING,,county,Hardin,9,False
State Representative,044,TOTAL,,county,Hardin,6880,False
State Representative,044,TIM HOY,Democrat,county,Marshall,2027,False
State Representative,044,POLLY GRANZOW,Republican,county,Marshall,2027,False
State Representative,044,OVER VOTES,,county,Marshall,1,False
State Representative,044,UNDER VOTES,,county,Marshall,69,False
State Representative,044,SCATTERING,,county,Marshall,6,False
State Representative,044,TOTAL,,county,Marshall,4130,False
State Representative,044,TIM HOY,Democrat,county,Total,5298,False
State Representative,044,POLLY GRANZOW,Republican,county,Total,5559,False
State Representative,044,OVER VOTES,,county,Total,2,False
State Representative,044,UNDER VOTES,,county,Total,153,False
State Representative,044,SCATTERING,,county,Total,15,False
State Representative,044,TOTAL,,county,Total,11027,False
State Representative,045,BETH WESSEL-KROESCHELL,Democrat,county,Story,5473,False
State Representative,045,OVER VOTES,,county,Story,0,False
State Representative,045,UNDER VOTES,,county,Story,0,False
State Representative,045,SCATTERING,,county,Story,71,False
State Representative,045,TOTAL,,county,Story,5544,False
State Representative,045,BETH WESSEL-KROESCHELL,Democrat,county,Total,5473,False
State Representative,045,OVER VOTES,,county,Total,0,False
State Representative,045,UNDER VOTES,,county,Total,0,False
State Representative,045,SCATTERING,,county,Total,71,False
State Representative,045,TOTAL,,county,Total,5544,False
State Representative,046,LISA HEDDENS,Democrat,county,Boone,1009,False
State Representative,046,JOHN E. GRISWOLD,Republican,county,Boone,717,False
State Representative,046,ERIC COOPER,Libertarian,county,Boone,51,False
State Representative,046,OVER VOTES,,county,Boone,0,False
State Representative,046,UNDER VOTES,,county,Boone,0,False
State Representative,046,SCATTERING,,county,Boone,1,False
State Representative,046,TOTAL,,county,Boone,1778,False
State Representative,046,LISA HEDDENS,Democrat,county,Story,7362,False
State Representative,046,JOHN E. GRISWOLD,Republican,county,Story,3791,False
State Representative,046,ERIC COOPER,Libertarian,county,Story,294,False
State Representative,046,OVER VOTES,,county,Story,0,False
State Representative,046,UNDER VOTES,,county,Story,0,False
State Representative,046,SCATTERING,,county,Story,2,False
State Representative,046,TOTAL,,county,Story,11449,False
State Representative,046,LISA HEDDENS,Democrat,county,Total,8371,False
State Representative,046,JOHN E. GRISWOLD,Republican,county,Total,4508,False
State Representative,046,ERIC COOPER,Libertarian,county,Total,345,False
State Representative,046,OVER VOTES,,county,Total,0,False
State Representative,046,UNDER VOTES,,county,Total,0,False
State Representative,046,SCATTERING,,county,Total,3,False
State Representative,046,TOTAL,,county,Total,13227,False
State Representative,047,RUSS WIESLEY,Democrat,county,Boone,221,False
State Representative,047,RALPH WATTS,Republican,county,Boone,150,False
State Representative,047,OVER VOTES,,county,Boone,0,False
State Representative,047,UNDER VOTES,,county,Boone,0,False
State Representative,047,SCATTERING,,county,Boone,0,False
State Representative,047,TOTAL,,county,Boone,371,False
State Representative,047,RUSS WIESLEY,Democrat,county,Dallas,7021,False
State Representative,047,RALPH WATTS,Republican,county,Dallas,8163,False
State Representative,047,OVER VOTES,,county,Dallas,3,False
State Representative,047,UNDER VOTES,,county,Dallas,527,False
State Representative,047,SCATTERING,,county,Dallas,8,False
State Representative,047,TOTAL,,county,Dallas,15722,False
State Representative,047,RUSS WIESLEY,Democrat,county,Total,7242,False
State Representative,047,RALPH WATTS,Republican,county,Total,8313,False
State Representative,047,OVER VOTES,,county,Total,3,False
State Representative,047,UNDER VOTES,,county,Total,527,False
State Representative,047,SCATTERING,,county,Total,8,False
State Representative,047,TOTAL,,county,Total,16093,False
State Representative,048,DONOVAN OLSON,Democrat,county,Boone,4650,False
State Representative,048,CHARLES BRAUN,Republican,county,Boone,3011,False
State Representative,048,OVER VOTES,,county,Boone,3,False
State Representative,048,UNDER VOTES,,county,Boone,0,False
State Representative,048,SCATTERING,,county,Boone,3,False
State Representative,048,TOTAL,,county,Boone,7667,False
State Representative,048,DONOVAN OLSON,Democrat,county,Dallas,1495,False
State Representative,048,CHARLES BRAUN,Republican,county,Dallas,845,False
State Representative,048,OVER VOTES,,county,Dallas,0,False
State Representative,048,UNDER VOTES,,county,Dallas,38,False
State Representative,048,SCATTERING,,county,Dallas,1,False
State Representative,048,TOTAL,,county,Dallas,2379,False
State Representative,048,DONOVAN OLSON,Democrat,county,Total,6145,False
State Representative,048,CHARLES BRAUN,Republican,county,Total,3856,False
State Representative,048,OVER VOTES,,county,Total,3,False
State Representative,048,UNDER VOTES,,county,Total,38,False
State Representative,048,SCATTERING,,county,Total,4,False
State Representative,048,TOTAL,,county,Total,10046,False
State Representative,049,HELEN MILLER,Democrat,county,Webster,7709,False
State Representative,049,OVER VOTES,,county,Webster,1,False
State Representative,049,UNDER VOTES,,county,Webster,1959,False
State Representative,049,SCATTERING,,county,Webster,63,False
State Representative,049,TOTAL,,county,Webster,9732,False
State Representative,049,HELEN MILLER,Democrat,county,Total,7709,False
State Representative,049,OVER VOTES,,county,Total,1,False
State Representative,049,UNDER VOTES,,county,Total,1959,False
State Representative,049,SCATTERING,,county,Total,63,False
State Representative,049,TOTAL,,county,Total,9732,False
State Representative,050,LYNNE R. GENTRY,Democrat,county,Calhoun,2043,False
State Representative,050,DAVID A. TJEPKES,Republican,county,Calhoun,1925,False
State Representative,050,OVER VOTES,,county,Calhoun,2,False
State Representative,050,UNDER VOTES,,county,Calhoun,74,False
State Representative,050,SCATTERING,,county,Calhoun,3,False
State Representative,050,TOTAL,,county,Calhoun,4047,False
State Representative,050,LYNNE R. GENTRY,Democrat,county,Greene,1477,False
State Representative,050,DAVID A. TJEPKES,Republican,county,Greene,2059,False
State Representative,050,OVER VOTES,,county,Greene,0,False
State Representative,050,UNDER VOTES,,county,Greene,113,False
State Representative,050,SCATTERING,,county,Greene,1,False
State Representative,050,TOTAL,,county,Greene,3650,False
